path	status	review_depth	finding_ids	evidence
crates/syndic-storage/src/draft_piece/checkpoint.rs	audited	full_bodies	DH-004,DH-012	Examined 1-260. Exact root/frontier checks, opening receipt/fork provenance, ordinary settlement/build-progress closure, historical candidate provenance; common historical-source mechanics are separable from candidate eligibility.
crates/syndic-storage/src/draft_piece/checkpoint/reader.rs	audited	full_bodies	DH-004,DH-012	Examined 1-67. All trait methods and both adapters inspected; read and transaction error/authentication semantics remain distinct.
crates/syndic-storage/src/draft_piece/checkpoint/saved.rs	audited	full_bodies	DH-012	Examined 1-73. Selector first read, exact activation/custody/session closure, saved identity, then head/selector final observations; no independent simplification beyond existing shared predicates.
crates/syndic-storage/src/draft_piece/history.rs	audited	declarations_only	DH-012	Examined 1-42. Every module/export and test-faults gate inspected; routes canonical history, retention and adoption responsibilities.
crates/syndic-storage/src/draft_piece/history/adoption.rs	audited	declarations_only	DH-012	Examined 1-14. Every module/export inspected; internal codec/candidate validation and public preparation/status boundaries stay distinct.
crates/syndic-storage/src/draft_piece/history/adoption/codec.rs	audited	full_bodies	DH-007,DH-011	Examined 1-305. Every key/request/outcome/optional successor encode/decode body inspected; duplicate transition-reference codec and malformed partial successor admission identified.
crates/syndic-storage/src/draft_piece/history/adoption/model.rs	audited	full_bodies	DH-011	Examined 1-359. All types/accessors/proof/outcome conversions inspected; noncommit accepts partial successor options by false==false; normal constructors are all/none.
crates/syndic-storage/src/draft_piece/history/adoption/mutation.rs	audited	full_bodies	DH-004,DH-006,DH-010	Examined 1-710. All selection, preparation, adopt/terminal contribution, replay, marker/protection and session helpers inspected; duplicate effect ownership/common closure found.
crates/syndic-storage/src/draft_piece/history/adoption/status.rs	audited	full_bodies	DH-004,DH-010,DH-011	Examined 1-153. Full immutable settlement/status/reconciliation flow inspected; source closure overlaps writer checks; noncommit successor validation depends on local shape.
crates/syndic-storage/src/draft_piece/history/append.rs	audited	full_bodies	DH-012	Examined 1-378. Canonical empty construction, exact stored-key/value charges, cfg(test-faults) append and overflow/alternative fixtures inspected; preserve independent malformed fixtures and checked accounting.
crates/syndic-storage/src/draft_piece/history/codec.rs	audited	full_bodies	DH-007,DH-012	Examined 1-481. Every family/key/reference/frontier/transition codec and digest preimage inspected; shared reference codec available; exact bitmap/absent slots and V7 bytes retained.
crates/syndic-storage/src/draft_piece/history/codec/tests.rs	audited	full_bodies	DH-012	Examined 1-137. All transition/chain fixtures and both tests inspected; witness byte commitment, missing/wrong-level references and stale digest are independent codec evidence.
crates/syndic-storage/src/draft_piece/history/records.rs	audited	full_bodies	DH-005,DH-012	Examined 1-409. All frontier/transition fields, constructors, getters and local validators inspected; fork/publication rekey-and-charge mechanics duplicate.
crates/syndic-storage/src/draft_piece/history/references.rs	audited	full_bodies	DH-012	Examined 1-298. All identities, policy/availability/reference values and coherence predicate inspected; repeated wire facts and full root/history identities retained.
crates/syndic-storage/src/draft_piece/history/retention.rs	audited	full_bodies	DH-012	Examined 1-505. Both ordinary/historical append paths, transition construction and head-origin floor lifting inspected; retain checked budget eviction and distinct stack semantics.
crates/syndic-storage/src/draft_piece/history/retention/authentication.rs	audited	full_bodies	DH-003	Examined 1-565. Both full frontier authentication paths, predecessor/root topology and local ordinary adoption predicates inspected; share stack/charge logic while retaining mode-specific acquisition.
crates/syndic-storage/src/draft_piece/history/retention/authentication/test_fixtures.rs	audited	full_bodies	DH-012	Examined 1-152. All five corruption constructors inspected; deliberate accounting/availability/no-head/first-gap/wrong-root mutations preserve targeted fault evidence.
crates/syndic-storage/src/draft_piece/history/retention/authentication/witness.rs	audited	full_bodies	DH-003	Examined 1-99. Witness derivation and both ancestry walks inspected; fixed 64-level logic shared only through exact-read adapters.
crates/syndic-storage/src/draft_piece/history/witness.rs	audited	full_bodies	DH-012	Examined 1-115. All bitmap/slot code and cfg(test) bodies inspected; zero/one/high-bit depth, missing/extra slot assertions retained.
crates/syndic-storage/src/draft_piece/materializer/codec.rs	audited	full_bodies	DH-001,DH-012	Examined 1-502. Every format/key/reference/cursor/encoder/frontier/phase/lifecycle codec inspected; local shape validation and truncation rejection retained under validator consolidation.
crates/syndic-storage/src/draft_piece/materializer/engine.rs	audited	full_bodies	DH-001,DH-002,DH-012	Examined 1-2026. All 2026 lines inspected: encoder, every prepare phase, local/stored closure validation and all three mutation implementations; state duplication and overlapping local validators found.
crates/syndic-storage/src/draft_piece/materializer/mod.rs	audited	declarations_only	DH-012	Examined 1-8. Every module/export inspected; no body and no independently removable routing layer.
crates/syndic-storage/src/draft_piece/materializer/model.rs	audited	full_bodies	DH-001,DH-002,DH-010,DH-012	Examined 1-822. Every type/accessor/error implementation and full phase-shape validator inspected; preserve engine-only union conditions and exact phase/publication state.
crates/syndic-storage/tests/composer_v1_fold.rs	audited	full_bodies	DH-012	Examined 1-272. All sink/helper/test bodies inspected; UTF-8 edge, empty atom distinction, cross-chunk marker spans, independent bytes and plan mismatch assertions retained.
crates/syndic-storage/tests/draft_composer_materializer.rs	audited	full_bodies	DH-001,DH-009	Examined 1-2079. All 2079 lines, cfg branches and thread_local position macro inspected; reuse local setup/acceptance/finish helpers; retain every fault, bound, phase and byte oracle.
crates/syndic-storage/tests/draft_edit_history.rs	audited	declarations_only		Examined 1-12. All feature/module declarations inspected; each referenced physical cohort file separately reviewed.
crates/syndic-storage/tests/draft_edit_history/accounting_recovery.rs	audited	full_bodies	DH-008	Examined 1-390. All exact budget/overflow/crash-cut/missing-or-replaced closure scenarios inspected; successful seed helper sharing only, preserving manually expected charges.
crates/syndic-storage/tests/draft_edit_history/adoption.rs	audited	full_bodies	DH-008	Examined 1-214. All ordinary transition, directed position and stale-pair scenarios inspected; retain intermediate root/history/selection assertions.
crates/syndic-storage/tests/draft_edit_history/creation.rs	audited	full_bodies		Examined 1-140. Both complete creation/replay/reopen/fork/missing-frontier scenarios inspected; 86-family expectation is existing SS-010 rework drift, not new savings.
crates/syndic-storage/tests/draft_edit_history/session_faults.rs	audited	full_bodies	DH-008	Examined 1-395. All session replay/read/range/identity corruption scenarios inspected; repeated successful seed/session plumbing may share; restart/fault points remain explicit.
crates/syndic-storage/tests/draft_edit_history/support.rs	audited	full_bodies	DH-008	Examined 1-370. All imports/cfg, TestHome, Transaction and fixture/edit/build/reconcile helpers inspected; ordinary-edit mechanics duplicate historical support; no TempDir savings counted.
crates/syndic-storage/tests/draft_edit_history_retention.rs	audited	declarations_only		Examined 1-16. Every feature/allow/path/module declaration inspected; shared physical support counted once.
crates/syndic-storage/tests/draft_edit_history_retention/authentication.rs	audited	full_bodies	DH-008	Examined 1-285. All six capacity/policy/current/gap/predecessor/accounting scenarios inspected; floor and missing-record assertions retained; family drift already SS-010.
crates/syndic-storage/tests/draft_edit_history_retention/common.rs	audited	full_bodies	DH-008	Examined 1-28. Complete successful commit-edit helper inspected; candidate for behavior-owned sharing with explicit caret/selection inputs.
crates/syndic-storage/tests/draft_edit_history_retention/lineage.rs	audited	full_bodies	DH-008	Examined 1-142. Both complete sibling-threshold and binary witness scenarios inspected; overlap in budget setup only, selected lineage and exact slots retained.
crates/syndic-storage/tests/draft_edit_history_retention/recovery.rs	audited	full_bodies	DH-008	Examined 1-238. Both full eviction and capacity crash-cut matrices inspected; same-home recovery, exact old/new and no-successor-root assertions retained.
crates/syndic-storage/tests/draft_edit_history_retention/saturation.rs	audited	full_bodies	DH-008	Examined 1-299. All saturation/variable-charge-straddle/nonempty-fork scenarios inspected; no physical deletion, retained budgets and reopened session authority retained.
crates/syndic-storage/tests/editor_checkpoint.rs	audited	declarations_only	DH-012	Examined 1-23. All feature/path/module/allow declarations inspected; external fixture bodies are contextual dependencies, not counted as cohort coverage.
crates/syndic-storage/tests/editor_checkpoint/checkpoint.rs	audited	full_bodies	DH-012	Examined 1-237. All empty/nonzero opening, later edit/undo/redo, substituted fork/stale selector and missing-history scenarios inspected; already uses shared fixtures.
crates/syndic-storage/tests/editor_checkpoint/disposal.rs	audited	full_bodies	DH-012	Examined 1-201. All normal/cut/private-pair/dirty disposal scenarios and assertion/request helpers inspected; normalized terminal pair, exact receipt replay and selector preservation retained.
crates/syndic-storage/tests/editor_checkpoint/publication.rs	audited	full_bodies	DH-012	Examined 1-66. Complete older captured checkpoint scenario inspected; newer live candidate remains dirty after captured publication.
crates/syndic-storage/tests/editor_checkpoint/submission.rs	audited	full_bodies	DH-012	Examined 1-192. All idle/queued nonzero reopened and saved-empty submission bodies inspected; existing parameterized fixture and exact disposal/replay assertions retained.
crates/syndic-storage/tests/historical_root_adoption.rs	audited	declarations_only		Examined 1-7. Every default/fault/support module and feature gate inspected; default-feature historical coverage must survive support sharing.
crates/syndic-storage/tests/historical_root_adoption/default.rs	audited	full_bodies	DH-008	Examined 1-578. All edit/adoption helpers and five complete undo/redo/branch/reopen/identity/terminal/deep-witness scenarios inspected; common success plumbing only.
crates/syndic-storage/tests/historical_root_adoption/faults.rs	audited	full_bodies	DH-008	Examined 1-706. All enum/helper bodies and six complete fault/immutable-snapshot/outcome/floor scenarios inspected; preserve explicit fault matrices, canonical snapshots and no publication.
crates/syndic-storage/tests/historical_root_adoption/support.rs	audited	full_bodies	DH-008	Examined 1-358. All feature-gated and normal fixtures, edit build/settle, historical selection and command helpers inspected; shares ordinary mechanics with draft_edit_history support.
