path	status	review_depth	finding_ids	evidence
crates/beryl-app/src/backend_failure.rs	audited	full_bodies		Examined 1-69. Bounded user-detail formatting; character limits intentionally differ from byte-limited diagnostics.
crates/beryl-app/src/branch_discussion_dynamic_tools.rs	audited	full_bodies		Examined 1-170. Shared streaming object sink already enforces nonempty scalar and byte bounds; move-only feature dispatch retained.
crates/beryl-app/src/catalog_projection.rs	audited	full_bodies	AU-007	Examined 1-259. One typed atomic cross-domain join; stable home fence and exact-current no-op are required. AU-007 consolidates duplicated pure execution-binding validation and fact projection with window_acquisition.
crates/beryl-app/src/conversation_tools.rs	audited	full_bodies		Examined 1-274. Canonical ordered registry and exact SHA-256 profile; rejecting sink retains no request payload.
crates/beryl-app/src/conversation_tools/arguments.rs	audited	full_bodies		Examined 1-209. Already shared streaming closed-object state machine; whole-Value replacement violates ingress contract.
crates/beryl-app/src/diagnostic_child_control.rs	audited	full_bodies		Examined 1-150. Bounded normalization and exact stop/optional wait identities serve different admission semantics.
crates/beryl-app/src/diagnostic_child_dynamic_tools.rs	audited	full_bodies	AU-001	Examined 1-1085. Repeated bounded wire utilities and limited-read schemas; child-specific target/wait/namespace policy remains.
crates/beryl-app/src/diagnostic_child_protocol.rs	audited	full_bodies	AU-009	Examined 1-404. Bounded newline drain, request correlation and response-size fallback retained; generic RPC package not smaller.
crates/beryl-app/src/diagnostic_child_supervisor.rs	audited	full_bodies	AU-009	Examined 1-928. Exact process ownership, handshake and failed-cleanup custody remain; inspected process-wrap std JobObject cannot preserve kernel kill-on-close.
crates/beryl-app/src/diagnostic_child_supervisor/launch.rs	audited	full_bodies	AU-009	Examined 1-105. Absolute explicit executable, metadata and Unix execute-bit validation are deliberate launcher boundary.
crates/beryl-app/src/diagnostic_child_target.rs	audited	full_bodies	AU-009	Examined 1-210. Bounded bridge and atomic pending/claimed/cancelled transition prevent late execution.
crates/beryl-app/src/diagnostic_dynamic_tools.rs	audited	full_bodies	AU-001;AU-002;AU-004	Examined 1-1466. Repeated wire helpers and three equivalent sequenced ring mechanics; typed snapshots/redaction remain.
crates/beryl-app/src/dynamic_tool_namespace.rs	audited	declarations_only		Examined 1-3. Single namespace constant.
crates/beryl-app/src/gui_control_dynamic_tools.rs	audited	full_bodies	AU-001;AU-004	Examined 1-506. Repeated bounded wire utilities; exact child control conversion and scroll finite bounds remain.
crates/beryl-app/src/input_admission.rs	audited	full_bodies		Examined 1-353. Already shared owner-transfer command; first-acceptance and promotion reconciliation preserve distinct statuses.
crates/beryl-app/src/lib.rs	audited	declarations_only		Examined 1-199. Exports and module composition only; historical doc examples examined, not removal work.
crates/beryl-app/src/lifecycle_dynamic_tools.rs	audited	full_bodies		Examined 1-219. Allocation-free closed enum matcher shares product sink; no substantial smaller alternative.
crates/beryl-app/src/memory_diagnostics.rs	audited	full_bodies	AU-003	Examined 1-600. MemoryMilestone::log duplicates retained-state flat output in success/error branches after already logging whole retained snapshot.
crates/beryl-app/src/settings_dynamic_tools.rs	audited	full_bodies	AU-001	Examined 1-122. Shared diagnostic/tool wire helper candidate; keep typed settings update authority.
crates/beryl-app/src/settings_dynamic_tools/parser.rs	audited	full_bodies	AU-001	Examined 1-232. Missing versus null and field-specific errors retained; borrowed deserialization can remove Value clone.
crates/beryl-app/src/settings_dynamic_tools/response.rs	audited	full_bodies	AU-001	Examined 1-50. Repeated success/error envelope, compact serialization and UTF-8 byte truncation.
crates/beryl-app/src/settings_dynamic_tools/schema.rs	audited	full_bodies	AU-001	Examined 1-63. Closed empty-object schema can share helper; settings-specific update schema remains.
crates/beryl-app/src/theme_runtime.rs	audited	declarations_only		Examined 1-49. Module/export boundary only; target theme runtime remains required.
crates/beryl-app/src/theme_runtime/adapter.rs	audited	full_bodies		Examined 1-55. Narrow publication trait and exact bounded snapshot; no smaller cross-thread replacement identified.
crates/beryl-app/src/theme_runtime/coordinator.rs	audited	full_bodies		Examined 1-369. Distinct durable/current/preview and attempt identities retain required precedence and retry behavior.
crates/beryl-app/src/theme_runtime/error.rs	audited	full_bodies	AU-004	Examined 1-179. Manual Display/Error boilerplate can use existing thiserror without changing redaction/source topology.
crates/beryl-app/src/theme_runtime/gpui_publication.rs	audited	full_bodies		Examined 1-374. One-slot bridge and prepare/validate/infallible commit retain retirement/reentrancy/window-epoch guarantees.
crates/beryl-app/src/theme_runtime/identity.rs	audited	full_bodies		Examined 1-166. Existing macro already shares monotonic identity mechanics while keeping domains distinct.
crates/beryl-app/src/theme_runtime/publication.rs	audited	full_bodies		Examined 1-472. Atomic publication already shared; durable versus external-rejected retention and preview precedence differ intentionally.
crates/beryl-app/src/theme_runtime/service.rs	audited	full_bodies	AU-005	Examined 1-487. Retirement duplicates lifecycle::retire; bounded hint reduction and service ownership otherwise retained.
crates/beryl-app/src/theme_runtime/service/lifecycle.rs	audited	full_bodies	AU-005	Examined 1-171. retire duplicates retire_with body and can delegate with Retired failure class.
crates/beryl-app/src/theme_runtime/service/load.rs	audited	full_bodies		Examined 1-206. Bounded manifest selection plus typed startup/live failure mapping; full manifest retention is not allowed.
crates/beryl-app/src/theme_runtime/service/operations.rs	audited	full_bodies		Examined 1-157. Settings/repository/reconciliation routing preserves exact durable result and appearance separation.
crates/beryl-app/src/theme_runtime/service/publication.rs	audited	full_bodies	AU-005	Examined 1-259. Discarded ThemeLiveEditOutcome::invalid constructors have no effects; preserve separate external rejection and durable retry semantics.
